timestamp,src_ip,dst_ip,protocol,ttl,packet_length,tcp_syn,tcp_ack,tcp_fin,label
1700000925,192.168.0.64,10.0.5.28,UDP,116,1062,0,0,0,no_anomaly
1700002273,192.168.0.72,10.0.4.150,TCP,69,1321,0,0,0,no_anomaly
1700000949,192.168.3.210,10.0.0.187,UDP,41,990,0,0,0,no_anomaly
1700001432,192.168.3.146,10.0.5.90,TCP,104,442,0,1,0,no_anomaly
1700002109,192.168.2.85,10.0.7.237,TCP,45,272,1,1,1,no_anomaly
1700000559,192.168.2.121,10.0.1.232,UDP,69,222,0,0,0,no_anomaly
1700001952,192.168.0.201,10.0.5.219,UDP,54,1144,0,0,0,no_anomaly
1700002257,192.168.1.192,10.0.6.161,ICMP,112,388,0,0,0,no_anomaly
1700000485,192.168.0.71,10.0.0.233,TCP,96,316,0,0,0,no_anomaly
1700001474,192.168.3.172,10.0.6.236,TCP,68,879,0,1,0,no_anomaly
1700001566,192.168.3.136,10.0.6.15,TCP,97,1309,0,0,0,no_anomaly
1700000485,192.168.3.98,10.0.7.236,TCP,52,52,0,0,0,no_anomaly
1700002121,192.168.1.157,10.0.6.52,TCP,56,1250,0,0,0,no_anomaly
1700001493,192.168.3.54,10.0.4.180,ICMP,43,361,0,0,0,no_anomaly
1700000810,192.168.1.133,10.0.1.37,UDP,41,1090,0,0,0,no_anomaly
1700000792,192.168.2.66,10.0.5.53,TCP,97,1488,0,1,0,no_anomaly
1700000085,192.168.2.250,10.0.4.89,UDP,117,213,0,0,0,no_anomaly
1700000300,192.168.2.202,10.0.6.70,UDP,40,1159,0,0,0,no_anomaly
1700001292,192.168.0.199,10.0.7.26,TCP,110,1247,0,0,0,no_anomaly
1700001392,192.168.1.14,10.0.5.167,TCP,52,1031,0,1,0,no_anomaly
1700001812,192.168.1.52,10.0.4.164,TCP,106,383,0,1,0,no_anomaly
1700000783,192.168.1.114,10.0.0.9,TCP,58,1081,1,0,0,no_anomaly
1700000262,192.168.1.96,10.0.1.251,UDP,122,1243,0,0,0,no_anomaly
1700002041,192.168.2.3,10.0.7.142,UDP,46,262,0,0,0,no_anomaly
1700000986,192.168.2.228,10.0.1.90,TCP,33,926,0,0,0,no_anomaly
1700001831,192.168.1.165,10.0.0.227,TCP,110,794,0,0,0,no_anomaly
1700001270,192.168.2.126,10.0.5.58,UDP,46,525,0,0,0,no_anomaly
1700000754,192.168.1.199,10.0.2.143,TCP,99,668,0,0,0,no_anomaly
1700001790,192.168.2.24,10.0.3.66,ICMP,106,1248,0,0,0,no_anomaly
1700001020,192.168.1.150,10.0.7.26,TCP,93,184,0,1,0,no_anomaly
1700000878,192.168.1.218,10.0.3.42,TCP,77,436,0,0,0,no_anomaly
1700001098,192.168.2.210,10.0.0.220,TCP,82,830,0,0,0,no_anomaly
1700002315,192.168.2.209,10.0.3.106,UDP,43,579,0,0,0,no_anomaly
1700001819,192.168.2.3,10.0.1.147,TCP,70,508,0,0,0,no_anomaly
1700001110,192.168.1.44,10.0.7.43,UDP,113,897,0,0,0,no_anomaly
1700001335,192.168.1.177,10.0.3.97,TCP,58,1184,1,1,0,no_anomaly
1700001156,192.168.0.220,10.0.2.214,TCP,124,1091,0,0,0,no_anomaly
1700000595,192.168.0.75,10.0.2.117,TCP,123,1471,0,0,0,no_anomaly
1700001168,192.168.1.228,10.0.2.4,TCP,49,1068,0,0,0,no_anomaly
1700001605,192.168.0.220,10.0.0.138,TCP,119,118,0,0,0,no_anomaly
1700000682,192.168.3.83,10.0.1.161,TCP,42,40,1,1,0,no_anomaly
1700000827,192.168.2.90,10.0.6.57,TCP,98,422,0,0,0,no_anomaly
1700001895,192.168.0.246,10.0.3.224,UDP,109,297,0,0,0,no_anomaly
1700001151,192.168.0.35,10.0.6.173,TCP,74,313,0,1,0,no_anomaly
1700002333,192.168.0.194,10.0.1.170,TCP,114,159,0,0,0,no_anomaly
1700002018,192.168.3.160,10.0.1.36,TCP,58,584,0,1,0,no_anomaly
1700002105,192.168.3.22,10.0.7.90,TCP,52,1192,0,0,0,no_anomaly
1700001335,192.168.0.73,10.0.7.71,TCP,42,561,0,1,0,no_anomaly
1700000680,192.168.1.135,10.0.6.242,UDP,58,1262,0,0,0,no_anomaly
1700000663,192.168.2.191,10.0.5.110,UDP,111,1430,0,0,0,no_anomaly
1700000918,192.168.0.209,10.0.6.204,TCP,120,993,0,0,0,no_anomaly
1700001817,192.168.0.230,10.0.7.12,TCP,54,781,0,1,0,no_anomaly
1700000598,192.168.2.99,10.0.4.153,TCP,43,1387,0,1,0,no_anomaly
1700002362,192.168.0.68,10.0.3.175,TCP,106,1431,0,1,0,no_anomaly
1700000551,192.168.3.104,10.0.6.154,ICMP,111,880,0,0,0,no_anomaly
1700000892,192.168.0.72,10.0.6.66,TCP,100,1480,1,0,0,no_anomaly
1700001749,192.168.3.213,10.0.5.227,TCP,75,823,0,0,0,no_anomaly
1700000838,192.168.1.222,10.0.6.23,TCP,106,1069,0,0,0,no_anomaly
1700000256,192.168.0.253,10.0.0.140,UDP,46,813,0,0,0,no_anomaly
1700000200,192.168.2.129,10.0.2.27,TCP,35,181,0,1,0,no_anomaly
1700001463,192.168.0.85,10.0.3.153,TCP,116,615,0,0,0,no_anomaly
1700002083,192.168.2.225,10.0.4.165,TCP,62,1355,1,1,0,no_anomaly
1700002070,192.168.2.31,10.0.6.12,TCP,40,559,1,1,0,no_anomaly
1700000457,192.168.1.74,10.0.7.247,TCP,91,972,0,0,0,no_anomaly
1700001353,192.168.0.243,10.0.7.184,TCP,93,1414,0,0,0,no_anomaly
1700001751,192.168.3.21,10.0.4.181,TCP,119,377,0,0,0,no_anomaly
1700000736,192.168.2.67,10.0.6.154,TCP,74,859,0,1,0,no_anomaly
1700001323,192.168.2.41,10.0.1.75,UDP,125,1477,0,0,0,no_anomaly
1700000187,192.168.3.134,10.0.2.213,UDP,112,1062,0,0,0,no_anomaly
1700000675,192.168.2.208,10.0.7.99,TCP,54,550,0,1,0,no_anomaly
1700002161,192.168.2.57,10.0.4.86,UDP,51,756,0,0,0,no_anomaly
1700001941,192.168.2.134,10.0.4.232,TCP,123,722,1,0,0,no_anomaly
1700000249,192.168.1.29,10.0.0.18,TCP,59,185,0,1,0,no_anomaly
1700001057,192.168.1.121,10.0.1.41,TCP,37,1052,0,0,0,no_anomaly
1700000855,192.168.0.32,10.0.0.106,TCP,120,101,0,1,1,no_anomaly
1700001318,192.168.2.130,10.0.7.103,UDP,90,1354,0,0,0,no_anomaly
1700000075,192.168.3.49,10.0.0.178,UDP,107,193,0,0,0,no_anomaly
1700001085,192.168.1.242,10.0.1.34,TCP,123,1425,1,0,0,no_anomaly
1700001978,192.168.1.116,10.0.1.119,TCP,107,1372,1,0,0,no_anomaly
1700000370,192.168.1.91,10.0.4.13,TCP,80,123,0,0,0,no_anomaly
1700000517,192.168.2.40,10.0.1.9,TCP,127,1373,0,0,0,no_anomaly
1700001228,192.168.2.130,10.0.0.224,UDP,49,293,0,0,0,no_anomaly
1700001733,192.168.1.78,10.0.0.133,TCP,50,1380,0,1,0,no_anomaly
1700002150,192.168.3.113,10.0.7.166,UDP,93,217,0,0,0,no_anomaly
1700001018,192.168.3.148,10.0.1.243,ICMP,96,1344,0,0,0,no_anomaly
1700001971,192.168.3.122,10.0.3.194,TCP,104,476,0,0,0,no_anomaly
1700001429,192.168.2.10,10.0.3.1,ICMP,54,1069,0,0,0,no_anomaly
1700001737,192.168.2.214,10.0.5.114,TCP,78,428,1,0,0,no_anomaly
1700002352,192.168.3.193,10.0.5.57,UDP,89,700,0,0,0,no_anomaly
1700001323,192.168.3.205,10.0.0.101,TCP,59,1057,0,1,0,no_anomaly
1700000448,192.168.2.142,10.0.4.108,UDP,53,516,0,0,0,no_anomaly
1700001822,192.168.1.78,10.0.4.129,TCP,127,237,0,0,0,no_anomaly
1700002056,192.168.1.71,10.0.1.2,UDP,102,1095,0,0,0,no_anomaly
1700001675,192.168.1.151,10.0.7.126,UDP,96,483,0,0,0,no_anomaly
1700001919,192.168.1.82,10.0.0.27,TCP,115,1472,0,1,0,no_anomaly
1700000098,192.168.1.246,10.0.7.228,TCP,84,46,0,0,0,no_anomaly
1700001167,192.168.0.2,10.0.7.248,UDP,34,1227,0,0,0,no_anomaly
1700001345,192.168.0.232,10.0.0.226,TCP,43,802,0,0,0,no_anomaly
1700002138,192.168.1.180,10.0.7.151,TCP,104,1479,1,0,0,no_anomaly
1700001942,192.168.0.180,10.0.2.52,TCP,77,163,1,0,0,no_anomaly
1700001201,192.168.0.29,10.0.1.26,UDP,44,1087,0,0,0,no_anomaly
1700001905,192.168.0.62,10.0.3.88,TCP,81,843,1,1,0,no_anomaly
1700002349,192.168.2.63,10.0.4.158,UDP,100,1252,0,0,0,no_anomaly
1700001088,192.168.2.60,10.0.2.54,TCP,52,705,0,1,0,no_anomaly
1700001475,192.168.2.75,10.0.1.238,TCP,107,420,0,0,1,no_anomaly
1700001542,192.168.1.107,10.0.4.194,TCP,123,47,1,0,0,no_anomaly
1700001967,192.168.2.163,10.0.0.161,TCP,36,345,0,0,0,no_anomaly
1700002161,192.168.1.79,10.0.1.172,TCP,90,219,0,0,0,no_anomaly
1700000869,192.168.2.52,10.0.6.186,TCP,53,718,0,1,0,no_anomaly
1700002223,192.168.1.3,10.0.2.51,TCP,78,328,0,0,0,no_anomaly
1700001801,192.168.2.28,10.0.0.48,TCP,59,1285,0,0,0,no_anomaly
1700000941,192.168.0.96,10.0.4.208,TCP,85,1399,0,0,0,no_anomaly
1700001906,192.168.3.222,10.0.5.19,UDP,50,286,0,0,0,no_anomaly
1700001090,192.168.3.22,10.0.6.190,UDP,78,528,0,0,0,no_anomaly
1700000705,192.168.1.70,10.0.7.10,TCP,119,715,1,1,0,no_anomaly
1700002319,192.168.2.21,10.0.1.68,UDP,117,362,0,0,0,no_anomaly
1700001641,192.168.3.53,10.0.2.242,TCP,49,1391,0,0,1,no_anomaly
1700001708,192.168.0.111,10.0.7.146,TCP,34,1024,1,0,0,no_anomaly
1700000354,192.168.3.43,10.0.4.108,TCP,52,1310,0,0,0,no_anomaly
1700000767,192.168.0.124,10.0.4.232,UDP,68,255,0,0,0,no_anomaly
1700001017,192.168.0.180,10.0.2.171,TCP,87,244,0,1,0,no_anomaly
1700001085,192.168.1.117,10.0.6.39,TCP,89,1283,0,1,0,no_anomaly
1700002200,192.168.0.106,10.0.2.192,TCP,63,1179,0,0,0,no_anomaly
1700001890,192.168.1.132,10.0.3.116,TCP,126,240,0,0,0,no_anomaly
1700001722,192.168.1.233,10.0.5.168,TCP,89,1079,0,0,0,no_anomaly
1700001992,192.168.1.38,10.0.6.112,TCP,114,1200,0,0,0,no_anomaly
1700001040,192.168.3.218,10.0.7.129,TCP,54,447,1,0,0,no_anomaly
1700001407,192.168.2.111,10.0.3.186,UDP,92,1409,0,0,0,no_anomaly
1700000480,192.168.1.182,10.0.5.12,UDP,115,1135,0,0,0,no_anomaly
1700000886,192.168.2.104,10.0.7.76,ICMP,40,403,0,0,0,no_anomaly
1700001918,192.168.0.192,10.0.4.233,TCP,57,637,0,1,0,no_anomaly
1700002098,192.168.2.203,10.0.3.218,TCP,128,723,0,1,0,no_anomaly
1700000977,192.168.3.164,10.0.0.136,TCP,55,89,0,0,0,no_anomaly
1700002300,192.168.3.116,10.0.2.166,TCP,98,1039,0,0,0,no_anomaly
1700001610,192.168.3.247,10.0.5.181,TCP,81,797,1,1,0,no_anomaly
1700000032,192.168.0.135,10.0.1.215,TCP,122,1273,0,1,1,no_anomaly
1700001453,192.168.3.149,10.0.7.247,TCP,113,1489,0,0,0,no_anomaly
1700001909,192.168.0.222,10.0.3.248,TCP,67,912,0,0,0,no_anomaly
1700001102,192.168.1.36,10.0.4.128,TCP,52,780,0,0,0,no_anomaly
1700001152,192.168.3.70,10.0.7.78,ICMP,66,1323,0,0,0,no_anomaly
1700001761,192.168.1.94,10.0.2.182,UDP,39,1096,0,0,0,no_anomaly
1700000926,192.168.1.153,10.0.5.247,TCP,34,1170,0,0,0,no_anomaly
1700001774,192.168.2.82,10.0.0.80,TCP,76,630,1,1,0,no_anomaly
1700000162,192.168.0.95,10.0.5.243,TCP,83,1124,0,0,0,no_anomaly
1700000459,192.168.3.152,10.0.0.176,TCP,55,732,0,1,0,no_anomaly
1700002180,192.168.3.9,10.0.1.202,TCP,94,246,0,1,1,no_anomaly
1700001180,192.168.1.155,10.0.5.70,TCP,78,780,0,0,0,no_anomaly
1700002097,192.168.1.158,10.0.5.109,TCP,75,77,0,0,0,no_anomaly
1700000408,192.168.3.193,10.0.2.217,UDP,58,836,0,0,0,no_anomaly
1700001021,192.168.0.213,10.0.1.222,TCP,107,1094,0,1,0,no_anomaly
1700002254,192.168.2.197,10.0.5.246,TCP,118,1240,0,0,0,no_anomaly
1700000703,192.168.2.145,10.0.4.130,ICMP,45,403,0,0,0,no_anomaly
1700001046,192.168.3.222,10.0.2.153,UDP,52,1414,0,0,0,no_anomaly
1700000025,192.168.1.75,10.0.5.245,UDP,69,1266,0,0,0,no_anomaly
1700001566,192.168.2.128,10.0.7.66,TCP,120,499,0,0,0,no_anomaly
1700000836,192.168.0.85,10.0.1.197,TCP,109,649,0,0,0,no_anomaly
1700000812,192.168.2.185,10.0.1.244,TCP,98,1462,1,1,0,no_anomaly
1700001812,192.168.3.99,10.0.2.42,TCP,39,1113,0,1,1,no_anomaly
1700002014,192.168.0.64,10.0.3.152,UDP,34,349,0,0,0,no_anomaly
1700000794,192.168.2.189,10.0.6.49,TCP,71,1461,1,1,0,no_anomaly
1700002155,192.168.0.209,10.0.4.100,TCP,47,139,0,1,1,no_anomaly
1700000146,192.168.3.174,10.0.3.43,TCP,83,484,0,0,0,no_anomaly
1700001075,192.168.3.186,10.0.5.56,TCP,107,1065,0,1,0,no_anomaly
1700001862,192.168.1.1,10.0.2.132,TCP,98,98,0,1,0,no_anomaly
1700000444,192.168.3.76,10.0.0.137,UDP,120,950,0,0,0,no_anomaly
1700000686,192.168.1.84,10.0.7.190,ICMP,107,961,0,0,0,no_anomaly
1700002165,192.168.2.125,10.0.2.128,UDP,69,653,0,0,0,no_anomaly
1700000399,192.168.3.113,10.0.6.226,UDP,79,375,0,0,0,no_anomaly
1700002190,192.168.3.155,10.0.6.195,TCP,118,647,0,0,0,no_anomaly
1700001324,192.168.1.99,10.0.2.193,TCP,65,945,0,1,1,no_anomaly
1700000430,192.168.3.33,10.0.3.163,UDP,125,1112,0,0,0,no_anomaly
1700000168,192.168.2.63,10.0.2.70,UDP,99,531,0,0,0,no_anomaly
1700000412,192.168.2.112,10.0.7.92,UDP,84,531,0,0,0,no_anomaly
1700002123,192.168.0.241,10.0.5.15,UDP,63,1363,0,0,0,no_anomaly
1700000864,192.168.3.125,10.0.3.181,TCP,80,994,1,0,0,no_anomaly
1700000178,192.168.3.10,10.0.3.251,TCP,58,1364,0,1,0,no_anomaly
1700001048,192.168.0.178,10.0.4.60,TCP,97,288,0,1,0,no_anomaly
1700001447,192.168.0.64,10.0.3.176,UDP,128,367,0,0,0,no_anomaly
1700001110,192.168.1.204,10.0.4.211,UDP,86,1272,0,0,0,no_anomaly
1700002059,192.168.3.146,10.0.2.212,TCP,36,592,0,0,0,no_anomaly
1700001719,192.168.0.166,10.0.1.5,TCP,94,1474,0,0,1,no_anomaly
1700000389,192.168.1.8,10.0.5.40,TCP,93,680,0,0,0,no_anomaly
1700000933,192.168.2.204,10.0.6.155,TCP,108,1030,1,0,0,no_anomaly
1700000822,192.168.3.158,10.0.2.248,TCP,47,510,0,0,0,no_anomaly
1700001750,192.168.0.112,10.0.7.230,UDP,36,175,0,0,0,no_anomaly
1700000261,192.168.3.41,10.0.5.29,TCP,128,381,0,0,0,no_anomaly
1700002251,192.168.0.191,10.0.0.2,TCP,42,384,0,1,0,no_anomaly
1700001664,192.168.0.232,10.0.1.192,TCP,66,209,0,1,0,no_anomaly
1700002074,192.168.3.120,10.0.1.149,TCP,45,1461,0,0,0,no_anomaly
1700001371,192.168.2.39,10.0.7.213,UDP,47,1463,0,0,0,no_anomaly
1700000281,192.168.1.117,10.0.0.191,TCP,36,700,1,0,0,no_anomaly
1700000352,192.168.1.223,10.0.1.54,UDP,81,207,0,0,0,no_anomaly
1700000365,192.168.0.5,10.0.5.78,UDP,94,539,0,0,0,no_anomaly
1700000391,192.168.0.253,10.0.5.117,UDP,76,1101,0,0,0,no_anomaly
1700001941,192.168.2.52,10.0.6.96,TCP,100,95,0,0,1,no_anomaly
1700001421,192.168.0.73,10.0.7.111,TCP,48,1447,0,0,0,no_anomaly
1700001705,192.168.0.84,10.0.6.197,TCP,120,1032,0,1,0,no_anomaly
1700000941,192.168.3.75,10.0.5.69,TCP,93,629,0,1,0,no_anomaly
1700001399,192.168.2.81,10.0.4.120,UDP,56,900,0,0,0,no_anomaly
1700001428,192.168.2.93,10.0.5.186,TCP,47,1267,0,0,0,no_anomaly
1700001614,192.168.3.11,10.0.4.77,TCP,37,1331,0,0,1,no_anomaly
1700002165,192.168.2.232,10.0.3.152,TCP,38,1423,0,0,0,no_anomaly
1700001766,192.168.1.96,10.0.6.140,TCP,39,1088,0,0,0,no_anomaly
1700002037,192.168.1.170,10.0.0.56,TCP,111,57,0,1,0,no_anomaly
1700000284,192.168.0.91,10.0.4.248,TCP,35,1066,0,0,0,no_anomaly
1700001710,192.168.1.69,10.0.5.92,TCP,121,1419,0,0,0,no_anomaly
1700001879,192.168.3.221,10.0.6.42,TCP,119,1268,0,0,0,no_anomaly
1700000469,192.168.1.49,10.0.2.247,UDP,35,772,0,0,0,no_anomaly
1700000033,192.168.0.28,10.0.1.230,TCP,67,1498,0,0,0,no_anomaly
1700001308,192.168.1.19,10.0.1.215,TCP,74,732,0,0,0,no_anomaly
1700000856,192.168.1.125,10.0.2.163,TCP,125,786,0,1,0,no_anomaly
1700000922,192.168.0.66,10.0.1.54,TCP,119,306,0,0,0,no_anomaly
1700002320,192.168.2.237,10.0.0.97,UDP,62,1355,0,0,0,no_anomaly
1700001273,192.168.0.208,10.0.5.60,TCP,107,939,0,0,0,no_anomaly
1700001364,192.168.3.254,10.0.3.78,UDP,84,509,0,0,0,no_anomaly
1700002010,192.168.3.244,10.0.5.107,TCP,118,763,0,0,0,no_anomaly
1700002041,192.168.0.85,10.0.2.60,TCP,114,354,0,1,0,no_anomaly
1700001279,192.168.3.78,10.0.3.250,TCP,83,610,0,1,0,no_anomaly
1700000651,192.168.1.98,10.0.4.102,TCP,117,762,0,1,0,no_anomaly
1700001093,192.168.2.148,10.0.7.188,UDP,64,401,0,0,0,no_anomaly
1700001834,192.168.0.192,10.0.5.241,TCP,39,188,0,0,0,no_anomaly
1700000639,192.168.2.9,10.0.7.137,TCP,49,1008,0,0,0,no_anomaly
1700000532,192.168.0.229,10.0.2.53,TCP,94,1341,0,0,0,no_anomaly
1700001820,192.168.3.160,10.0.6.28,UDP,66,876,0,0,0,no_anomaly
1700001931,192.168.3.148,10.0.1.144,UDP,91,680,0,0,0,no_anomaly
1700000999,192.168.1.96,10.0.4.214,UDP,95,810,0,0,0,no_anomaly
1700002327,192.168.2.166,10.0.0.153,TCP,89,554,0,0,0,no_anomaly
1700001703,192.168.3.68,10.0.7.223,UDP,80,317,0,0,0,no_anomaly
1700001725,192.168.1.60,10.0.6.59,ICMP,114,1429,0,0,0,no_anomaly
1700002307,192.168.0.32,10.0.6.155,TCP,109,798,0,0,0,no_anomaly
1700001856,192.168.0.215,10.0.1.108,TCP,115,703,0,1,0,no_anomaly
1700001215,192.168.3.239,10.0.0.122,TCP,43,1051,0,0,0,no_anomaly
1700002233,192.168.0.51,10.0.4.109,TCP,105,601,0,0,0,no_anomaly
1700002249,192.168.3.242,10.0.1.161,TCP,88,476,0,0,0,no_anomaly
1700001227,192.168.2.187,10.0.4.229,TCP,89,725,0,0,0,no_anomaly
1700001307,192.168.1.32,10.0.7.141,TCP,90,327,0,0,1,no_anomaly
1700000722,192.168.0.199,10.0.1.52,TCP,75,649,0,0,0,no_anomaly
1700002061,192.168.2.176,10.0.1.58,TCP,52,1486,0,0,0,no_anomaly
1700000042,192.168.3.113,10.0.3.106,TCP,51,1054,0,0,0,no_anomaly
1700000771,192.168.1.251,10.0.7.190,TCP,108,40,0,1,0,no_anomaly
1700000318,192.168.0.143,10.0.5.204,TCP,92,914,0,0,1,no_anomaly
1700001624,192.168.2.213,10.0.7.228,TCP,53,1450,1,1,0,no_anomaly
1700000781,192.168.3.106,10.0.2.102,UDP,123,1454,0,0,0,no_anomaly
1700000875,192.168.1.149,10.0.5.4,TCP,41,500,0,0,0,no_anomaly
1700001533,192.168.1.177,10.0.3.222,TCP,59,575,0,1,0,no_anomaly
1700000276,192.168.3.249,10.0.7.59,TCP,70,169,0,1,0,anomaly
1700000782,192.168.0.201,10.0.3.67,TCP,47,935,0,0,0,no_anomaly
1700002322,192.168.3.233,10.0.7.49,TCP,111,495,0,1,0,no_anomaly
1700001461,192.168.1.202,10.0.7.29,TCP,53,1070,0,0,0,no_anomaly
1700000455,192.168.3.43,10.0.5.127,TCP,91,1428,0,0,0,no_anomaly
1700000531,192.168.0.191,10.0.1.224,TCP,100,687,0,0,0,no_anomaly
1700000803,192.168.3.210,10.0.2.65,TCP,98,1097,0,0,0,no_anomaly
1700002242,192.168.2.59,10.0.3.231,TCP,90,974,0,0,0,no_anomaly
1700001509,192.168.2.205,10.0.1.32,UDP,43,322,0,0,0,no_anomaly
1700000627,192.168.1.247,10.0.3.126,TCP,87,1230,0,0,0,no_anomaly
1700001762,192.168.0.125,10.0.0.203,UDP,36,455,0,0,0,no_anomaly
1700002170,192.168.0.143,10.0.5.185,TCP,61,466,1,0,0,no_anomaly
1700002184,192.168.2.226,10.0.2.201,TCP,90,364,0,0,0,no_anomaly
1700000029,192.168.1.156,10.0.6.203,TCP,51,1057,0,0,0,no_anomaly
1700000021,192.168.2.79,10.0.0.58,UDP,128,1211,0,0,0,no_anomaly
1700001663,192.168.1.181,10.0.3.133,TCP,46,277,1,0,0,no_anomaly
1700000729,192.168.0.193,10.0.6.189,TCP,126,631,0,0,0,no_anomaly
1700001718,192.168.3.105,10.0.1.84,TCP,108,1254,0,0,0,no_anomaly
1700000119,192.168.0.148,10.0.0.205,TCP,112,824,0,1,0,no_anomaly
1700001812,192.168.2.226,10.0.7.237,TCP,115,1221,1,0,0,no_anomaly
1700001073,192.168.1.147,10.0.3.203,TCP,99,121,0,1,0,no_anomaly
1700001036,192.168.1.103,10.0.5.212,UDP,47,1011,0,0,0,no_anomaly
1700000941,192.168.1.19,10.0.2.83,ICMP,83,793,0,0,0,no_anomaly
1700000340,192.168.2.165,10.0.1.42,TCP,72,141,1,0,0,no_anomaly
1700000381,192.168.3.23,10.0.1.205,UDP,76,1048,0,0,0,no_anomaly
1700002191,192.168.0.180,10.0.6.74,UDP,43,983,0,0,0,no_anomaly
1700002317,192.168.0.69,10.0.3.71,TCP,104,680,0,0,0,no_anomaly
1700000441,192.168.3.6,10.0.5.10,TCP,37,53,0,0,0,no_anomaly
1700000974,192.168.0.47,10.0.6.171,TCP,118,329,0,0,0,no_anomaly
1700001116,192.168.1.173,10.0.6.254,TCP,76,1187,0,1,1,no_anomaly
1700000832,192.168.2.125,10.0.7.167,UDP,83,652,0,0,0,no_anomaly
1700002128,192.168.3.133,10.0.1.47,TCP,32,1276,0,1,0,no_anomaly
1700000445,192.168.2.240,10.0.4.174,UDP,73,1305,0,0,0,no_anomaly
1700001143,192.168.1.224,10.0.0.231,ICMP,117,147,0,0,0,no_anomaly
1700002220,192.168.3.147,10.0.0.194,UDP,104,493,0,0,0,no_anomaly
1700001983,192.168.3.235,10.0.1.203,TCP,100,219,0,1,0,no_anomaly
1700001312,192.168.1.71,10.0.6.48,TCP,40,46,0,0,0,no_anomaly
1700000163,192.168.3.67,10.0.6.133,TCP,100,79,0,0,1,no_anomaly
1700000114,192.168.2.112,10.0.4.122,UDP,64,267,0,0,0,no_anomaly
1700000621,192.168.1.223,10.0.4.154,TCP,79,1440,0,1,0,no_anomaly
1700000798,192.168.3.231,10.0.3.210,TCP,77,1114,0,0,0,no_anomaly
1700001999,192.168.0.108,10.0.5.83,TCP,125,504,0,0,0,no_anomaly
1700001160,192.168.3.75,10.0.0.142,TCP,76,1045,0,0,0,no_anomaly
1700001524,192.168.1.12,10.0.4.127,TCP,53,1493,0,1,0,no_anomaly
1700000855,192.168.0.132,10.0.1.143,UDP,68,745,0,0,0,no_anomaly
1700001796,192.168.2.133,10.0.6.12,UDP,35,802,0,0,0,no_anomaly
1700000229,192.168.3.244,10.0.7.13,TCP,113,211,0,0,0,no_anomaly
1700000879,192.168.0.97,10.0.3.224,TCP,37,631,0,1,0,no_anomaly
1700001265,192.168.3.63,10.0.5.41,TCP,85,750,0,1,0,no_anomaly
1700000128,192.168.3.38,10.0.4.16,TCP,39,767,0,1,0,no_anomaly
